Serial,Company ,Date,Change,NetProfit,NetCapital
12,Company.119,28-Feb-06,0.285714286,-714.2857143,285.7142857
13,Company.119,31-Aug-06,2.25,1250,2250
14,Company.119,28-Feb-07,3.888888889,2888.888889,3888.888889
15,Company.119,31-Aug-07,3.085714286,2085.714286,3085.714286
15,Company.119,29-Feb-08,0.407407407,-592.5925926,407.4074074
17,Company.119,31-Aug-08,2.590909091,1590.909091,2590.909091
18,Company.119,28-Feb-09,0.035087719,-964.9122807,35.0877193
19,Company.119,31-Aug-09,27.25,26250,27250
20,Company.119,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.119,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.119,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.119,31-Aug-11,0.813953488,-186.0465116,813.9534884
24,Company.119,29-Feb-12,1.104761905,104.7619048,1104.761905
25,Company.119,31-Aug-12,0.948275862,-51.72413793,948.2758621
26,Company.119,28-Feb-13,0.063636364,-936.3636364,63.63636364
27,Company.119,31-Aug-13,1,0,1000
28,Company.119,28-Feb-14,0.857142857,-142.8571429,857.1428571
29,Company.119,31-Aug-14,0.333333333,-666.6666667,333.3333333
30,Company.119,28-Feb-15,4.5,3500,4500
31,Company.119,31-Aug-15,2.111111111,1111.111111,2111.111111
32,Company.119,29-Feb-16,1.368421053,368.4210526,1368.421053
33,Company.119,31-Aug-16,1.115384615,115.3846154,1115.384615
34,Company.119,28-Feb-17,1.103448276,103.4482759,1103.448276
35,Company.119,31-Aug-17,1.625,625,1625
36,Company.119,28-Feb-18,1.230769231,230.7692308,1230.769231
37,Company.119,31-Aug-18,1.578125,578.125,1578.125
38,Company.119,28-Feb-19,0.871287129,-128.7128713,871.2871287
39,Company.119,31-Aug-19,0.954545455,-45.45454545,954.5454545
40,Company.119,29-Feb-20,0.738095238,-261.9047619,738.0952381
41,Company.119,31-Aug-20,1.919354839,919.3548387,1919.354839
42,Company.119,28-Feb-21,0.605042017,-394.9579832,605.0420168
43,Company.119,31-Aug-21,0.916666667,-83.33333333,916.6666667
,,,,,
1,Company.120,31-Aug-00,NA,NA,NA
2,Company.120,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.120,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.120,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.120,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.120,28-Feb-03,1,0,1000
7,Company.120,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.120,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.120,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.120,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.120,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.120,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.120,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.120,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.120,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.120,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.120,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.120,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.120,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.120,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.120,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.120,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.120,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.120,29-Feb-12,1,0,1000
25,Company.120,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.120,28-Feb-13,1,0,1000
27,Company.120,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.120,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.120,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.120,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.120,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.120,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.120,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.120,28-Feb-17,0.789772727,-210.2272727,789.7727273
35,Company.120,31-Aug-17,0.741007194,-258.9928058,741.0071942
36,Company.120,28-Feb-18,1.281553398,281.5533981,1281.553398
37,Company.120,31-Aug-18,1.234848485,234.8484848,1234.848485
38,Company.120,28-Feb-19,0.877300613,-122.6993865,877.3006135
39,Company.120,31-Aug-19,1.118881119,118.8811189,1118.881119
40,Company.120,29-Feb-20,0.375,-625,375
41,Company.120,31-Aug-20,1.016666667,16.66666667,1016.666667
42,Company.120,28-Feb-21,1,0,1000
43,Company.120,31-Aug-21,1.721311475,721.3114754,1721.311475
,,,,,
1,Company.121,31-Aug-00,NA,NA,NA
2,Company.121,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.121,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.121,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.121,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.121,28-Feb-03,1,0,1000
7,Company.121,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.121,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.121,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.121,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.121,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.121,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.121,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.121,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.121,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.121,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.121,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.121,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.121,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.121,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.121,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.121,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.121,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.121,29-Feb-12,1,0,1000
25,Company.121,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.121,28-Feb-13,1,0,1000
27,Company.121,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.121,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.121,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.121,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.121,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.121,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.121,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.121,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.121,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.121,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.121,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.121,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.121,31-Aug-19,1,0,1000
40,Company.121,29-Feb-20,1,0,1000
41,Company.121,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.121,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.121,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.122,31-Aug-00,NA,NA,NA
2,Company.122,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.122,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.122,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.122,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.122,28-Feb-03,1,0,1000
7,Company.122,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.122,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.122,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.122,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.122,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.122,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.122,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.122,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.122,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.122,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.122,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.122,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.122,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.122,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.122,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.122,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.122,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.122,29-Feb-12,1,0,1000
25,Company.122,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.122,28-Feb-13,1,0,1000
27,Company.122,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.122,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.122,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.122,28-Feb-15,0.187096774,-812.9032258,187.0967742
31,Company.122,31-Aug-15,0.931034483,-68.96551724,931.0344828
32,Company.122,29-Feb-16,0.925925926,-74.07407407,925.9259259
33,Company.122,31-Aug-16,3,2000,3000
34,Company.122,28-Feb-17,1.186666667,186.6666667,1186.666667
35,Company.122,31-Aug-17,1.213483146,213.4831461,1213.483146
36,Company.122,28-Feb-18,1.342592593,342.5925926,1342.592593
37,Company.122,31-Aug-18,0.496551724,-503.4482759,496.5517241
38,Company.122,28-Feb-19,1.055555556,55.55555556,1055.555556
39,Company.122,31-Aug-19,0.447368421,-552.6315789,447.3684211
40,Company.122,29-Feb-20,1.470588235,470.5882353,1470.588235
41,Company.122,31-Aug-20,1.9,900,1900
42,Company.122,28-Feb-21,1.063157895,63.15789474,1063.157895
43,Company.122,31-Aug-21,0.574257426,-425.7425743,574.2574257
,,,,,
1,Company.123,31-Aug-00,NA,NA,NA
2,Company.123,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.123,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.123,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.123,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.123,28-Feb-03,1,0,1000
7,Company.123,31-Aug-03,0.931506849,-68.49315068,931.5068493
8,Company.123,29-Feb-04,0.294117647,-705.8823529,294.1176471
9,Company.123,31-Aug-04,1.35,350,1350
10,Company.123,28-Feb-05,3.037037037,2037.037037,3037.037037
11,Company.123,31-Aug-05,1.012195122,12.19512195,1012.195122
12,Company.123,28-Feb-06,0.638554217,-361.4457831,638.5542169
13,Company.123,31-Aug-06,0.377358491,-622.6415094,377.3584906
14,Company.123,28-Feb-07,0.85,-150,850
15,Company.123,31-Aug-07,0.588235294,-411.7647059,588.2352941
15,Company.123,29-Feb-08,1,0,1000
17,Company.123,31-Aug-08,2.5,1500,2500
18,Company.123,28-Feb-09,3.32,2320,3320
19,Company.123,31-Aug-09,1.048192771,48.19277108,1048.192771
20,Company.123,28-Feb-10,0.287356322,-712.6436782,287.3563218
21,Company.123,31-Aug-10,1,0,1000
22,Company.123,28-Feb-11,1.88,880,1880
23,Company.123,31-Aug-11,1.361702128,361.7021277,1361.702128
24,Company.123,29-Feb-12,1.40625,406.25,1406.25
25,Company.123,31-Aug-12,0.988888889,-11.11111111,988.8888889
26,Company.123,28-Feb-13,1.078651685,78.65168539,1078.651685
27,Company.123,31-Aug-13,1.114583333,114.5833333,1114.583333
28,Company.123,28-Feb-14,0.747663551,-252.3364486,747.6635514
29,Company.123,31-Aug-14,1.0375,37.5,1037.5
30,Company.123,28-Feb-15,0.915662651,-84.3373494,915.6626506
31,Company.123,31-Aug-15,1.118421053,118.4210526,1118.421053
32,Company.123,29-Feb-16,1.341176471,341.1764706,1341.176471
33,Company.123,31-Aug-16,1.184210526,184.2105263,1184.210526
34,Company.123,28-Feb-17,0.451851852,-548.1481481,451.8518519
35,Company.123,31-Aug-17,1.262295082,262.295082,1262.295082
36,Company.123,28-Feb-18,1.12987013,129.8701299,1129.87013
37,Company.123,31-Aug-18,1.126436782,126.4367816,1126.436782
38,Company.123,28-Feb-19,1.37755102,377.5510204,1377.55102
39,Company.123,31-Aug-19,0.82962963,-170.3703704,829.6296296
40,Company.123,29-Feb-20,0.607142857,-392.8571429,607.1428571
41,Company.123,31-Aug-20,1.279411765,279.4117647,1279.411765
42,Company.123,28-Feb-21,0.988505747,-11.49425287,988.5057471
43,Company.123,31-Aug-21,0.825581395,-174.4186047,825.5813953
,,,,,
1,Company.124,31-Aug-00,NA,NA,NA
2,Company.124,28-Feb-01,0.153846154,-846.1538462,153.8461538
3,Company.124,31-Aug-01,2.9,1900,2900
4,Company.124,28-Feb-02,1.034482759,34.48275862,1034.482759
5,Company.124,31-Aug-02,1.066666667,66.66666667,1066.666667
6,Company.124,28-Feb-03,1.3125,312.5,1312.5
7,Company.124,31-Aug-03,1.023809524,23.80952381,1023.809524
8,Company.124,29-Feb-04,1.209302326,209.3023256,1209.302326
9,Company.124,31-Aug-04,0.461538462,-538.4615385,461.5384615
10,Company.124,28-Feb-05,0.958333333,-41.66666667,958.3333333
11,Company.124,31-Aug-05,1.173913043,173.9130435,1173.913043
12,Company.124,28-Feb-06,1.185185185,185.1851852,1185.185185
13,Company.124,31-Aug-06,0.78125,-218.75,781.25
14,Company.124,28-Feb-07,1.04,40,1040
15,Company.124,31-Aug-07,0.538461538,-461.5384615,538.4615385
15,Company.124,29-Feb-08,1.214285714,214.2857143,1214.285714
17,Company.124,31-Aug-08,1.588235294,588.2352941,1588.235294
18,Company.124,28-Feb-09,1.222222222,222.2222222,1222.222222
19,Company.124,31-Aug-09,0.545454545,-454.5454545,545.4545455
20,Company.124,28-Feb-10,1.722222222,722.2222222,1722.222222
21,Company.124,31-Aug-10,1.032258065,32.25806452,1032.258065
22,Company.124,28-Feb-11,1.25,250,1250
23,Company.124,31-Aug-11,0.775,-225,775
24,Company.124,29-Feb-12,1.290322581,290.3225806,1290.322581
25,Company.124,31-Aug-12,0.85,-150,850
26,Company.124,28-Feb-13,1.264705882,264.7058824,1264.705882
27,Company.124,31-Aug-13,0.534883721,-465.1162791,534.8837209
28,Company.124,28-Feb-14,0.695652174,-304.3478261,695.6521739
29,Company.124,31-Aug-14,1.375,375,1375
30,Company.124,28-Feb-15,1.909090909,909.0909091,1909.090909
31,Company.124,31-Aug-15,0.928571429,-71.42857143,928.5714286
32,Company.124,29-Feb-16,0.794871795,-205.1282051,794.8717949
33,Company.124,31-Aug-16,1.225806452,225.8064516,1225.806452
34,Company.124,28-Feb-17,0.894736842,-105.2631579,894.7368421
35,Company.124,31-Aug-17,0.852941176,-147.0588235,852.9411765
36,Company.124,28-Feb-18,1.75862069,758.6206897,1758.62069
37,Company.124,31-Aug-18,0.803921569,-196.0784314,803.9215686
38,Company.124,28-Feb-19,1.024390244,24.3902439,1024.390244
39,Company.124,31-Aug-19,1,0,1000
40,Company.124,29-Feb-20,1.285714286,285.7142857,1285.714286
41,Company.124,31-Aug-20,1.185185185,185.1851852,1185.185185
42,Company.124,28-Feb-21,1.171875,171.875,1171.875
43,Company.124,31-Aug-21,0.52,-480,520
,,,,,
1,Company.125,31-Aug-00,NA,NA,NA
2,Company.125,28-Feb-01,0.246153846,-753.8461538,246.1538462
3,Company.125,31-Aug-01,3.6875,2687.5,3687.5
4,Company.125,28-Feb-02,0.745762712,-254.2372881,745.7627119
5,Company.125,31-Aug-02,1.25,250,1250
6,Company.125,28-Feb-03,1.2,200,1200
7,Company.125,31-Aug-03,1.106060606,106.0606061,1106.060606
8,Company.125,29-Feb-04,0.095890411,-904.109589,95.89041096
9,Company.125,31-Aug-04,10.57142857,9571.428571,10571.42857
10,Company.125,28-Feb-05,1.040540541,40.54054054,1040.540541
11,Company.125,31-Aug-05,1.038961039,38.96103896,1038.961039
12,Company.125,28-Feb-06,0.85,-150,850
13,Company.125,31-Aug-06,1.338235294,338.2352941,1338.235294
14,Company.125,28-Feb-07,1.175824176,175.8241758,1175.824176
15,Company.125,31-Aug-07,0.990654206,-9.345794393,990.6542056
15,Company.125,29-Feb-08,1.009433962,9.433962264,1009.433962
17,Company.125,31-Aug-08,0.943925234,-56.07476636,943.9252336
18,Company.125,28-Feb-09,0.910891089,-89.10891089,910.8910891
19,Company.125,31-Aug-09,1.119565217,119.5652174,1119.565217
20,Company.125,28-Feb-10,1.009708738,9.708737864,1009.708738
21,Company.125,31-Aug-10,0.894230769,-105.7692308,894.2307692
22,Company.125,28-Feb-11,1.279569892,279.5698925,1279.569892
23,Company.125,31-Aug-11,1.075630252,75.6302521,1075.630252
24,Company.125,29-Feb-12,0.6640625,-335.9375,664.0625
25,Company.125,31-Aug-12,0.682352941,-317.6470588,682.3529412
26,Company.125,28-Feb-13,0.5,-500,500
27,Company.125,31-Aug-13,2.448275862,1448.275862,2448.275862
28,Company.125,28-Feb-14,1.183098592,183.0985915,1183.098592
29,Company.125,31-Aug-14,1.047619048,47.61904762,1047.619048
30,Company.125,28-Feb-15,0.715909091,-284.0909091,715.9090909
31,Company.125,31-Aug-15,0.666666667,-333.3333333,666.6666667
32,Company.125,29-Feb-16,0.976190476,-23.80952381,976.1904762
33,Company.125,31-Aug-16,1.487804878,487.804878,1487.804878
34,Company.125,28-Feb-17,0.770491803,-229.5081967,770.4918033
35,Company.125,31-Aug-17,1.212765957,212.7659574,1212.765957
36,Company.125,28-Feb-18,1.087719298,87.71929825,1087.719298
37,Company.125,31-Aug-18,1.661290323,661.2903226,1661.290323
38,Company.125,28-Feb-19,0.951456311,-48.54368932,951.4563107
39,Company.125,31-Aug-19,1,0,1000
40,Company.125,29-Feb-20,1.030612245,30.6122449,1030.612245
41,Company.125,31-Aug-20,0.702970297,-297.029703,702.970297
42,Company.125,28-Feb-21,1.267605634,267.6056338,1267.605634
43,Company.125,31-Aug-21,0.444444444,-555.5555556,444.4444444
,,,,,
1,Company.126,31-Aug-00,NA,NA,NA
2,Company.126,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.126,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.126,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.126,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.126,28-Feb-03,1,0,1000
7,Company.126,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.126,29-Feb-04,0.835443038,-164.556962,835.443038
9,Company.126,31-Aug-04,0.772727273,-227.2727273,772.7272727
10,Company.126,28-Feb-05,1,0,1000
11,Company.126,31-Aug-05,1.019607843,19.60784314,1019.607843
12,Company.126,28-Feb-06,1.096153846,96.15384615,1096.153846
13,Company.126,31-Aug-06,0.736842105,-263.1578947,736.8421053
14,Company.126,28-Feb-07,1.166666667,166.6666667,1166.666667
15,Company.126,31-Aug-07,0.959183673,-40.81632653,959.1836735
15,Company.126,29-Feb-08,0.489361702,-510.6382979,489.3617021
17,Company.126,31-Aug-08,2.130434783,1130.434783,2130.434783
18,Company.126,28-Feb-09,0.632653061,-367.3469388,632.6530612
19,Company.126,31-Aug-09,1.419354839,419.3548387,1419.354839
20,Company.126,28-Feb-10,0.931818182,-68.18181818,931.8181818
21,Company.126,31-Aug-10,0.87804878,-121.9512195,878.0487805
22,Company.126,28-Feb-11,1.083333333,83.33333333,1083.333333
23,Company.126,31-Aug-11,0.564102564,-435.8974359,564.1025641
24,Company.126,29-Feb-12,1.227272727,227.2727273,1227.272727
25,Company.126,31-Aug-12,1.037037037,37.03703704,1037.037037
26,Company.126,28-Feb-13,1.214285714,214.2857143,1214.285714
27,Company.126,31-Aug-13,1.029411765,29.41176471,1029.411765
28,Company.126,28-Feb-14,1.285714286,285.7142857,1285.714286
29,Company.126,31-Aug-14,1.111111111,111.1111111,1111.111111
30,Company.126,28-Feb-15,0.8,-200,800
31,Company.126,31-Aug-15,1.3,300,1300
32,Company.126,29-Feb-16,1.115384615,115.3846154,1115.384615
33,Company.126,31-Aug-16,1.086206897,86.20689655,1086.206897
34,Company.126,28-Feb-17,0.873015873,-126.984127,873.015873
35,Company.126,31-Aug-17,1.090909091,90.90909091,1090.909091
36,Company.126,28-Feb-18,1.5,500,1500
37,Company.126,31-Aug-18,0.988888889,-11.11111111,988.8888889
38,Company.126,28-Feb-19,0.460674157,-539.3258427,460.6741573
39,Company.126,31-Aug-19,1.097560976,97.56097561,1097.560976
40,Company.126,29-Feb-20,1.466666667,466.6666667,1466.666667
41,Company.126,31-Aug-20,1.378787879,378.7878788,1378.787879
42,Company.126,28-Feb-21,0.384615385,-615.3846154,384.6153846
43,Company.126,31-Aug-21,1.342857143,342.8571429,1342.857143
,,,,,
1,Company.127,31-Aug-00,NA,NA,NA
2,Company.127,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.127,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.127,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.127,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.127,28-Feb-03,1,0,1000
7,Company.127,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.127,29-Feb-04,0.582278481,-417.721519,582.278481
9,Company.127,31-Aug-04,0.739130435,-260.8695652,739.1304348
10,Company.127,28-Feb-05,1.441176471,441.1764706,1441.176471
11,Company.127,31-Aug-05,1.367346939,367.3469388,1367.346939
12,Company.127,28-Feb-06,0.940298507,-59.70149254,940.2985075
13,Company.127,31-Aug-06,0.793650794,-206.3492063,793.6507937
14,Company.127,28-Feb-07,1.22,220,1220
15,Company.127,31-Aug-07,0.327868852,-672.1311475,327.8688525
15,Company.127,29-Feb-08,2.7,1700,2700
17,Company.127,31-Aug-08,0.574074074,-425.9259259,574.0740741
18,Company.127,28-Feb-09,1.677419355,677.4193548,1677.419355
19,Company.127,31-Aug-09,0.692307692,-307.6923077,692.3076923
20,Company.127,28-Feb-10,1.555555556,555.5555556,1555.555556
21,Company.127,31-Aug-10,0.732142857,-267.8571429,732.1428571
22,Company.127,28-Feb-11,2.195121951,1195.121951,2195.121951
23,Company.127,31-Aug-11,1.055555556,55.55555556,1055.555556
24,Company.127,29-Feb-12,1.273684211,273.6842105,1273.684211
25,Company.127,31-Aug-12,0.975206612,-24.79338843,975.2066116
26,Company.127,28-Feb-13,1.050847458,50.84745763,1050.847458
27,Company.127,31-Aug-13,0.846774194,-153.2258065,846.7741935
28,Company.127,28-Feb-14,1.152380952,152.3809524,1152.380952
29,Company.127,31-Aug-14,1.099173554,99.17355372,1099.173554
30,Company.127,28-Feb-15,1.142857143,142.8571429,1142.857143
31,Company.127,31-Aug-15,0.947368421,-52.63157895,947.3684211
32,Company.127,29-Feb-16,0.979166667,-20.83333333,979.1666667
33,Company.127,31-Aug-16,0.843971631,-156.0283688,843.9716312
34,Company.127,28-Feb-17,1.067226891,67.22689076,1067.226891
35,Company.127,31-Aug-17,1.275590551,275.5905512,1275.590551
36,Company.127,28-Feb-18,1.086419753,86.41975309,1086.419753
37,Company.127,31-Aug-18,0.971590909,-28.40909091,971.5909091
38,Company.127,28-Feb-19,1.040935673,40.93567251,1040.935673
39,Company.127,31-Aug-19,0.882022472,-117.9775281,882.0224719
40,Company.127,29-Feb-20,0.904458599,-95.54140127,904.4585987
41,Company.127,31-Aug-20,1.035211268,35.21126761,1035.211268
42,Company.127,28-Feb-21,1.115646259,115.6462585,1115.646259
43,Company.127,31-Aug-21,1.048780488,48.7804878,1048.780488
,,,,,
1,Company.128,31-Aug-00,NA,NA,NA
2,Company.128,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.128,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.128,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.128,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.128,28-Feb-03,1,0,1000
7,Company.128,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.128,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.128,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.128,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.128,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.128,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.128,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.128,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.128,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.128,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.128,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.128,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.128,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.128,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.128,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.128,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.128,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.128,29-Feb-12,1,0,1000
25,Company.128,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.128,28-Feb-13,1,0,1000
27,Company.128,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.128,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.128,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.128,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.128,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.128,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.128,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.128,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.128,31-Aug-17,0.093922652,-906.0773481,93.92265193
36,Company.128,28-Feb-18,9.411764706,8411.764706,9411.764706
37,Company.128,31-Aug-18,1.16875,168.75,1168.75
38,Company.128,28-Feb-19,0.994652406,-5.347593583,994.6524064
39,Company.128,31-Aug-19,1,0,1000
40,Company.128,29-Feb-20,0.994623656,-5.376344086,994.6236559
41,Company.128,31-Aug-20,0.962162162,-37.83783784,962.1621622
42,Company.128,28-Feb-21,0.949438202,-50.56179775,949.4382022
43,Company.128,31-Aug-21,1.00591716,5.917159763,1005.91716
,,,,,
1,Company.129,31-Aug-00,NA,NA,NA
2,Company.129,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.129,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.129,28-Feb-02,0.121621622,-878.3783784,121.6216216
5,Company.129,31-Aug-02,1.888888889,888.8888889,1888.888889
6,Company.129,28-Feb-03,1.294117647,294.1176471,1294.117647
7,Company.129,31-Aug-03,0.954545455,-45.45454545,954.5454545
8,Company.129,29-Feb-04,1.428571429,428.5714286,1428.571429
9,Company.129,31-Aug-04,2.2,1200,2200
10,Company.129,28-Feb-05,0.909090909,-90.90909091,909.0909091
11,Company.129,31-Aug-05,1.15,150,1150
12,Company.129,28-Feb-06,1.202898551,202.8985507,1202.898551
13,Company.129,31-Aug-06,1.228915663,228.9156627,1228.915663
14,Company.129,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.129,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.129,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.129,31-Aug-08,0.116071429,-883.9285714,116.0714286
18,Company.129,28-Feb-09,0.384615385,-615.3846154,384.6153846
19,Company.129,31-Aug-09,21.8,20800,21800
